arxiv,date,cites,title,authors,flags,sources,doi,abstract_400
1206.3496,2012-06-15,,Growth Histories in Bimetric Massive Gravity,Marcus Berg; Igor Buchberger; Jonas Enander; Edvard Mortsell,bimetric,arxiv:bimetric_recent,,"We perform cosmological perturbation theory in Hassan-Rosen bimetric gravity for general homogeneous and isotropic backgrounds. In the de Sitter approximation, we obtain decoupled sets of massless and massive scalar gravitational fluctuations. Matter perturbations then evolve like in Einstein gravity. We perturb the future de Sitter regime by the ratio of matter to dark energy, producing quasi-de "
1206.0728,2012-06-02,,Non-Gaussian signatures of Tachyacoustic Cosmology,Dennis Bessada,bimetric,arxiv:bimetric_recent,,"I investigate non-Gaussian signatures in the context of tachyacoustic cosmology, that is, a noninflationary model with superluminal speed of sound. I calculate the full non-Gaussian amplitude $\mathcal{A}$, its size $f_{\rm NL}$, and corresponding shapes for a red-tilted spectrum of primordial scalar perturbations. Specifically, for cuscuton-like models I show that $f_{\rm NL}\sim {\cal O}(1)$, an"
1206.0239,2012-06-01,,Huygens' Principle for the Klein-Gordon equation in the de Sitter spacetime,Karen Yagdjian,"higuchi,scalar-coupled",arxiv:higuchi_all,,"In this article we prove that the Klein-Gordon equation in the de Sitter spacetime obeys the Huygens' principle only if the physical mass $m$ of the scalar field and the dimension $n\geq 2$ of the spatial variable are tied by the equation $m^2=(n^2-1)/4 $. Moreover, we define the incomplete Huygens' principle, which is the Huygens' principle restricted to the vanishing second initial datum, and th"
1206.2080,2012-06,278,Massive gravity: nonlinear instability of the homogeneous and isotropic universe,"De Felice, Antonio; Gumrukcuoglu, A.Emir; Mukohyama, Shinji",ghost,inspire:citing_1206.3852,10.1103/PhysRevLett.109.171101,"We argue that all homogeneous and isotropic solutions in nonlinear massive gravity are unstable. For this purpose, we study the propagating modes on a Bianchi type--I manifold. We analyze their kinetic terms and dispersion relations as the background manifold approaches the homogeneous and isotropic limit. We show that in this limit, at least one ghost always exists and that its frequency tends to"
1206.2723,2012-06,128,Anisotropic Friedmann-Robertson-Walker universe from nonlinear massive gravity,"Gumrukcuoglu, A.Emir; Lin, Chunshan; Mukohyama, Shinji",,inspire:citing_1206.3852,10.1016/j.physletb.2012.09.049,"Motivated by the recent no-go result of homogeneous and isotropic solutions in the nonlinear massive gravity, we study fixed points of evolution equations for a Bianchi type-I universe. We find a new attractor solution with non-vanishing anisotropy, on which the physical metric is isotropic but the Stückelberg configuration is anisotropic. As a result, at the background level, the solution describ"
1206.6810,2012-06,85,Cosmological solutions of massive gravity on de Sitter,"Langlois, David; Naruko, Atsushi",,inspire:citing_1206.3852,10.1088/0264-9381/29/20/202001,"In the framework of the recently proposed models of massive gravity, defined with respect to a de Sitter reference metric, we obtain new homogeneous and isotropic solutions for arbitrary cosmological matter and arbitrary spatial curvature. These solutions can be classified into three branches. In the first two, the massive gravity terms behave like a cosmological constant. In the third branch, the"
1206.3852,2012-06,160,Cosmological perturbations in Massive Gravity and the Higuchi bound,"Fasiello, Matteo; Tolley, Andrew J.","higuchi,ghost",arxiv:higuchi_all;arxiv:mg_higuchi_cosmo;inspire:ft_genhiguchi;inspire:ft_higuchi_varying,10.1088/1475-7516/2012/11/035,"In de Sitter spacetime there exists an absolute minimum for the mass of a spin-2 field set by the Higuchi bound m^2 \geq 2H^2. We generalize this bound to arbitrary spatially flat FRW geometries in the context of the recently proposed ghost-free models of Massive Gravity with an FRW reference metric, by performing a Hamiltonian analysis for cosmological perturbations. We find that the bound generi"
1205.5713,2012-05-25,,Exact self-accelerating cosmologies in the ghost-free bigravity and massive gravity,Mikhail S. Volkov,"bimetric,ghost",arxiv:bimetric_recent,,"Within the theory of the ghost-free bigravity, we present the most general cosmological solution for which the physical metric is homogeneous and isotropic, while the second metric is inhomogeneous. The solution includes a matter source and exists for any values of the theory parameters. The physical metric describes a universe with the late time acceleration due to the effective cosmological term"
1205.2158,2012-05-10,,Massive gravity from bimetric gravity,Valentina Baccetti; Prado Martin-Moruno; Matt Visser,bimetric,arxiv:bimetric_recent,,"We discuss the subtle relationship between massive gravity and bimetric gravity, focusing particularly on the manner in which massive gravity may be viewed as a suitable limit of bimetric gravity. The limiting procedure is more delicate than currently appreciated. Specifically, this limiting procedure should not unnecessarily constrain the background metric, which must be externally specified by t"
,2012,0,Nonlinear massive gravity and cosmology,"Mukohyama, Shinji",,inspire:citing_1206.3852;inspire:ft_higuchi_varying,,"We review cosmology in the recently proposed nonlinear massive gravity,especially cos-mological solutions and their stabilities."
1111.1655,2011-11-07,,Cosmological Solutions in Bimetric Gravity and their Observational Tests,Mikael von Strauss; Angnis Schmidt-May; Jonas Enander; Edvard Mortsell,bimetric,arxiv:bimetric_recent,,"We obtain the general cosmological evolution equations for a classically consistent theory of bimetric gravity. Their analytic solutions are demonstrated to generically allow for a cosmic evolution starting out from a matter dominated FLRW universe while relaxing towards a de Sitter (anti-de Sitter) phase at late cosmic time. In particular, we examine a subclass of models which contain solutions t"
1111.4107,2011-11,233,Cosmological perturbations of self-accelerating universe in nonlinear massive gravity,"Gumrukcuoglu, A.Emir; Lin, Chunshan; Mukohyama, Shinji",,inspire:ft_higuchi_varying,10.1088/1475-7516/2012/03/006,"We study cosmological perturbations of self-accelerating universe solutions in the recently proposed nonlinear theory of massive gravity, with general matter content. While the broken diffeomorphism invariance implies that there generically are 2 tensor, 2 vector and 2 scalar degrees of freedom in the gravity sector, we find that the scalar and vector degrees have vanishing kinetic terms and nonze"
1109.3224,2011-09-14,,Bigravitational inflation,Vicente Atal; Luis E. Campusano; Gonzalo A. Palma,bimetric,arxiv:bimetric_recent,,"We study the realization of cosmic inflation in bigravity theories. By analyzing the evolution of scalar, vector, and tensor perturbations in de Sitter-like spacetimes, we find strong stability constraints on the class of viable vacua offered by these theories. More specifically, the only stable de Sitter vacua contain two nondecoupled gravitons (one of which is massive) with different maximal pro"
1108.0305,2011-08-01,,Primordial fluctuations and non-Gaussianities from multifield DBI Galileon inflation,Sebastien Renaux-Petel; Shuntaro Mizuno; Kazuya Koyama,"bimetric,ghost",arxiv:bimetric_recent,,We study a cosmological scenario in which the DBI action governing the motion of a D3-brane in a higher-dimensional spacetime is supplemented with an induced gravity term. The latter reduces to the quartic Galileon Lagrangian when the motion of the brane is non-relativistic and we show that it tends to violate the null energy condition and to render cosmological fluctuations ghosts. There nonethel
1106.2476,2011-06-13,,Modified Gravity and Cosmology,Timothy Clifton; Pedro G. Ferreira; Antonio Padilla; Constantinos Skordis,"bimetric,scalar-coupled,ghost",arxiv:bimetric_recent,,"In this review we present a thoroughly comprehensive survey of recent work on modified theories of gravity and their cosmological consequences. Amongst other things, we cover General Relativity, Scalar-Tensor, Einstein-Aether, and Bimetric theories, as well as TeVeS, f(R), general higher-order theories, Horava-Lifschitz gravity, Galileons, Ghost Condensates, and models of extra dimensions includin"
1105.6366,2011-05-31,,Orthogonal non-Gaussianities from Dirac-Born-Infeld Galileon inflation,Sebastien Renaux-Petel,"bimetric,ghost",arxiv:bimetric_recent,,We study the cosmology of the multifield relativistic Galileon model in which an induced gravity term is added to the Dirac-Born-Infeld action. We highlight the physical insight that is gained by employing a bimetric perspective in which the induced gravity and Einstein-Hilbert action are treated on equal footing. We derive the conditions under which a phase of quasi exponential inflation can be s
1105.3735,2011-05,1227,Theoretical Aspects of Massive Gravity,"Hinterbichler, Kurt",ghost,inspire:ft_higuchi_varying,10.1103/RevModPhys.84.671,"Massive gravity has seen a resurgence of interest due to recent progress which has overcome its traditional problems, yielding an avenue for addressing important open questions such as the cosmological constant naturalness problem. The possibility of a massive graviton has been studied on and off for the past 70 years. During this time, curiosities such as the vDVZ discontinuity and the Boulware-D"
1101.5122,2011-01-26,,MD or DM? Modified dynamics at low accelerations vs dark matter,Mordehai Milgrom,bimetric,arxiv:bimetric_recent,,"The MOND paradigm posits a departure from standard Newtonian dynamics, and from General Relativity, in the limit of small accelerations. The resulting modified dynamics aim to account for the mass discrepancies in the universe without non-baryonic dark matter. I briefly review this paradigm with its basic tenets, and its underlying theories--nonrelativistic and relativistic--including a novel, bim"
